"","ENSEMBL","baseMean","log2FoldChange","lfcSE","pvalue","padj","GENENAME","SYMBOL","ENTREZID"
"4078","ENSRNOG00000010737",2844.51970490322,0.219477419708057,0.24617509686402,0.0344386966768637,0.286193110705178,"muscleblind-like splicing regulator 2","Mbnl2","680445"
"4079","ENSRNOG00000010743",291.687646726903,-0.0247681029880232,0.123096444148943,0.694128450548211,0.887944544922795,"ferredoxin-fold anticodon binding domain containing 1","Fdxacb1","315646"
"4080","ENSRNOG00000010744",213.051227664135,0.103519560280615,0.192435176615765,0.0287318243282973,0.265944569087532,"neuropilin 1","Nrp1","246331"
"4081","ENSRNOG00000010746",78622.9352271224,-0.240775123997851,0.182759116601812,0.0222360862354143,0.23972632707883,"ribosomal protein L32","Rpl32","28298"
"4082","ENSRNOG00000010746",78622.9352271224,-0.240775123997851,0.182759116601812,0.0222360862354143,0.23972632707883,"ribosomal protein L32 like 5","Rpl32l5","100363869"
"4083","ENSRNOG00000010747",2760.77052113461,-0.147649153019145,0.177832912425141,0.0875318158845935,0.426845945637984,"death-associated protein","Dap","64322"
"4084","ENSRNOG00000010748",388.100671058054,0.0326428577349767,0.136392101623191,0.502591666945516,0.799721331680601,"microtubule associated scaffold protein 1","Mtus1","306487"
"4085","ENSRNOG00000010750",2851.6871743157,0.0624515010693706,0.139329731865051,0.322042675847035,0.676592704284645,"RNA polymerase I subunit F","Polr1f","362728"
"4086","ENSRNOG00000010752",1081.15169157075,0.497586967134196,0.147111017679364,4.96353365848135e-05,0.00848369211357962,"transmembrane protein 41B","Tmem41b","361626"
"4087","ENSRNOG00000010753",318.159734097211,-0.619626098522824,0.388219382137952,0.00396381398869529,0.103815916579965,"androgen-induced 1","Aig1","292486"
"4088","ENSRNOG00000010756",3157.87061905726,-0.127930935033247,0.163401118200787,0.118525283351533,0.472971457176229,"tumor protein p53","Tp53","24842"
"4089","ENSRNOG00000010758",282.397694431832,0.00904861703039157,0.126870678344053,0.875225757763707,0.95664796967548,"lysophosphatidic acid receptor 2","Lpar2","498609"
"4090","ENSRNOG00000010760",1291.92194212014,0.150088757650931,0.162475824359216,0.0882887148162697,0.427922027854864,"E2F transcription factor 5","E2f5","116651"
"4091","ENSRNOG00000010765",1730.88063156909,0.188301412544191,0.230215609221633,0.0441633416395296,0.322424776440021,"vinculin","Vcl","305679"
"4092","ENSRNOG00000010768",2503.03819977856,0.0543826166722309,0.122412156627105,0.449803538654887,0.76661875562663,"karyopherin subunit alpha 4","Kpna4","361959"
"4093","ENSRNOG00000010771",598.067783182766,0.0717183679122048,0.143279515096562,0.246484447288305,0.618929296951336,"polycystin 1, transient receptor potential channel interacting","Pkd1","24650"
"4094","ENSRNOG00000010775",566.039049879335,-0.0358646970545014,0.132314370901036,0.526836864589319,0.812365822338686,"arrestin domain containing 4","Arrdc4","293019"
"4095","ENSRNOG00000010776",1943.3442480504,0.0284236102016193,0.123045762632491,0.681283072080835,0.882953181103688,"ATPase 13A1","Atp13a1","290673"
"4096","ENSRNOG00000010777",282.151390493868,-0.0117882238489389,0.126317280512867,0.835536023222902,0.943457196566509,"thymocyte selection-associated high mobility group box","Tox","362481"
"4097","ENSRNOG00000010780",235.991978395944,0.041438806734207,0.143994925630907,0.295818830156605,0.65715070855277,"DLC1 Rho GTPase activating protein","Dlc1","58834"
"4098","ENSRNOG00000010783",1834.48477182054,-0.0808034788611658,0.12213403198329,0.288375266444725,0.651772554203539,"MAK16 homolog","Mak16","306526"
"4099","ENSRNOG00000010789",1185.09928772308,-0.00837380136109091,0.117581171850814,0.896298367770877,0.96368235014482,"dual specificity phosphatase 7","Dusp7","300980"
"4100","ENSRNOG00000010791",11.1352178437098,-0.00947253978422514,0.141180434080553,0.503636195180881,NA,"RIPOR family member 3","Ripor3","688510"
"4101","ENSRNOG00000010793",918.593487885539,-0.104597937369034,0.127642031141988,0.179019752326651,0.548476824606816,"SPRY domain containing 3","Spryd3","315327"
"4102","ENSRNOG00000010794",684.465868042855,0.0208888462765592,0.120521049332138,0.748357930995345,0.908418279601451,"DENN domain containing 3","Dennd3","315055"
"4103","ENSRNOG00000010795",534.2101313378,0.13918452093596,0.161643608225796,0.102530181930631,0.451743854984609,"CCR4-NOT transcription complex, subunit 4","Cnot4","312227"
"4104","ENSRNOG00000010797",47.9707590588138,-0.0122392639541656,0.140108919321464,0.605176305375774,NA,"endothelial cell-specific molecule 1","Esm1","64536"
"4105","ENSRNOG00000010798",226.119719382028,-0.0433917781130195,0.147447004244261,0.174425303515596,0.543074059848764,"BLK proto-oncogene, Src family tyrosine kinase","Blk","364403"
"4106","ENSRNOG00000010799",290.350272249358,0.0032542693366548,0.124826238440784,0.957969369839713,0.986654720067408,"nocturnin","Noct","310395"
"4107","ENSRNOG00000010800",8884.3766289455,0.0671209404938372,0.141376312882633,0.302369581228443,0.660744276830292,"hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta","Hadhb","171155"
"4108","ENSRNOG00000010802",91.4486476838415,-0.0288110680800765,0.13487814767199,0.559812759382011,0.828260983179232,"ubiquitin protein ligase E3D","Ube3d","315863"
"4109","ENSRNOG00000010805",4855.79021297285,-1.07631728323153,0.380069479452257,0.00020040858143563,0.0204559150641637,"fatty acid binding protein 4","Fabp4","79451"
"4110","ENSRNOG00000010807",13988.9504883152,-0.046927732959943,0.118702228675841,0.507244959087334,0.802638479389756,"cytochrome c oxidase subunit 6C","Cox6c","54322"
"4111","ENSRNOG00000010812",17.5898966927965,-0.00752592111380943,0.140511326587026,0.677079448075715,NA,"oxysterol binding protein-like 6","Osbpl6","311129"
"4112","ENSRNOG00000010813",1778.87660789526,-0.0474051654634067,0.123527347989502,0.491621000608926,0.79346542272932,"tetraspanin 14","Tspan14","306324"
"4113","ENSRNOG00000010815",1149.19992220025,0.0814733653614907,0.112411062606629,0.285443327509041,0.649554794640934,"E74 like ETS transcription factor 2","Elf2","361944"
"4114","ENSRNOG00000010819",576.062177490075,0.0509464198431494,0.145736142928756,0.273768551675301,0.6396172708441,"heat shock protein family A (Hsp70) member 4 like","Hspa4l","294993"
"4115","ENSRNOG00000010821",645.312418060543,-0.0471246636433616,0.120692807274611,0.49770933817129,0.797225906828562,"ankyrin repeat domain 54","Ankrd54","362957"
"4116","ENSRNOG00000010824",1173.62717636852,0.0678361264845664,0.15433745200676,0.169817930703975,0.539477907134243,"poly (ADP-ribose) polymerase family, member 8","Parp8","294762"
"4117","ENSRNOG00000010825",1422.81886774021,0.0383872721884806,0.10566967625143,0.598218260651276,0.848687214643587,"small nuclear RNA activating complex, polypeptide 3","Snapc3","362537"
"4118","ENSRNOG00000010827",772.870124348009,1.05096299112376,0.429862190866086,0.000413505418531991,0.0301531329353357,"polypyrimidine tract binding protein 2","Ptbp2","310820"
"4119","ENSRNOG00000010830",8963.22152053483,-0.194717121389356,0.146493775877215,0.0376194848245663,0.29847848340589,"solute carrier family 25 member 4","Slc25a4","85333"
"4120","ENSRNOG00000010832",124.453488867861,0.00660697095924888,0.140376575721777,0.731991224486042,0.902406073716685,"platelet-derived growth factor receptor-like","Pdgfrl","290771"
"4121","ENSRNOG00000010833",6252.75237334995,-0.00210410507046068,0.120864020580389,0.96911637990115,0.990963713416076,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase","Mthfd2","680308"
"4122","ENSRNOG00000010838",1243.98902958561,-0.0166069808528232,0.111491318719724,0.810125669637308,0.931884960375738,"A-Raf proto-oncogene, serine/threonine kinase","Araf","64363"
"4123","ENSRNOG00000010839",29.4471526116319,0.00896264605876069,0.140131589179105,0.683305144289175,NA,"keratin 222","Krt222","497994"
"4124","ENSRNOG00000010841",12.1901870006707,-0.0269970763028409,0.143445299501538,0.228357388284387,NA,"collagen type VIII alpha 2 chain","Col8a2","313592"
"4125","ENSRNOG00000010843",27.6810496087881,0.0245644901407008,0.143286175491007,0.207572691335892,NA,NA,NA,NA
"4126","ENSRNOG00000010846",1502.27591242914,-0.104843109010743,0.134876137342594,0.189336882597385,0.558880064394927,"coiled-coil domain containing 22","Ccdc22","317381"
"4127","ENSRNOG00000010849",2604.03645152667,-0.121885696924117,0.130238919186472,0.141155332898096,0.506016452341748,"ADP-ribosylserine hydrolase","Adprs","362600"
"4128","ENSRNOG00000010852",2892.96612235184,0.19457911635468,0.121477848838728,0.0234810305138798,0.243875155678867,"nucleoporin 205","Nup205","362335"
"4129","ENSRNOG00000010859",225.632614039932,-0.0309238453470851,0.126155209915295,0.616423291884518,0.854860062188017,"zyg-11 family member B, cell cycle regulator","Zyg11b","362559"
"4130","ENSRNOG00000010861",4683.96735566021,0.0839040474259366,0.162433712297568,0.1400010609867,0.504941556357607,"ATPase family, AAA domain containing 1","Atad1","309532"
"4131","ENSRNOG00000010866",222.022039571239,0.0280935750522108,0.135082033274097,0.567451544005016,0.831994311461315,"transmembrane protein 154","Tmem154","361972"
"4132","ENSRNOG00000010872",3614.53148414979,-0.405089413170252,0.127048781637287,0.00013429414202059,0.0164402022247787,"creatine kinase B","Ckb","24264"
"4133","ENSRNOG00000010873",2501.83424927805,-0.325393838038902,0.193821966477035,0.00852675390961726,0.154827899937787,NA,NA,NA
"4134","ENSRNOG00000010875",618.668410136161,0.0096309739196468,0.119109340921828,0.883711164341895,0.960024008209206,"family with sequence similarity 241 member A","Fam241a","691931"
"4135","ENSRNOG00000010877",906.354801754719,-0.00116837706728949,0.109531997924248,0.994235530321294,0.998773314752406,"ALG9, alpha-1,2-mannosyltransferase","Alg9","367083"
"4136","ENSRNOG00000010881",736.946844673307,0.0760996954872646,0.138568425200646,0.278322719008423,0.644963190700366,"trafficking kinesin protein 2","Trak2","171086"
"4137","ENSRNOG00000010882",869.090875084977,-0.0369850907075791,0.1075863311258,0.604108730563142,0.849937657681389,"serine palmitoyltransferase, long chain base subunit 1","Sptlc1","361213"
"4138","ENSRNOG00000010883",798.060130420045,-0.0248757941066735,0.12779866442721,0.668724076704927,0.880679198915557,"par-6 family cell polarity regulator beta","Pard6b","362279"
"4139","ENSRNOG00000010887",568.957995368704,0.0392661035083915,0.116141136240023,0.578054585293506,0.837190109854544,"similar to human chromosome 11 open reading frame 54","C8h11orf54","363016"
"4140","ENSRNOG00000010888",48.0762813471684,0.0114615402659518,0.13938287586324,0.675814925069162,NA,"ankyrin repeat domain 33B","Ankrd33b","310200"
"4141","ENSRNOG00000010889",206.152113392717,0.0408047137434151,0.135236938060623,0.461926524813767,0.773750154507328,"F-box and WD repeat domain containing 7","Fbxw7","100360914"
"4142","ENSRNOG00000010890",850.651921430515,0.0630560756675344,0.145184719064475,0.271633624623081,0.637566113054051,"bone morphogenetic protein 1","Bmp1","83470"
"4143","ENSRNOG00000010891",1756.04819584126,0.383381541364162,0.266758234507629,0.00793694532379524,0.149139105432191,"leucine rich repeat and coiled-coil centrosomal protein 1","Lrrcc1","266808"
"4144","ENSRNOG00000010892",1957.09978755166,0.0185010394079401,0.0999260011863938,0.797102584017871,0.926660588915777,"YTH N6-methyladenosine RNA binding protein F2","Ythdf2","313053"
"4145","ENSRNOG00000010893",48.580813506987,-0.0358134368210601,0.144284284310751,0.258641225506206,NA,"hes family bHLH transcription factor 3","Hes3","64628"
"4146","ENSRNOG00000010894",308.729474860047,-0.156626054570519,0.196563455417443,0.0724354528090818,0.396935756494204,"transmembrane protein 203","Tmem203","311800"
"4147","ENSRNOG00000010895",2700.56285548223,0.15069058339704,0.164550146788451,0.0922823959770376,0.433440558724574,"transmembrane protein 30A","Tmem30a","300857"
"4148","ENSRNOG00000010896",439.01586237698,-0.111022781155282,0.172573785039021,0.122134927064862,0.47854327721366,"taperin","Tprn","499749"
"4149","ENSRNOG00000010897",2571.50326936291,0.0323879338899521,0.127741219099625,0.602415032402482,0.849937657681389,"NIMA-related kinase 6","Nek6","360161"
"4150","ENSRNOG00000010898",10.9398114522644,-0.0190112339849467,0.141783755209502,0.356236865464843,NA,"prokineticin 2","Prok2","192206"
"4151","ENSRNOG00000010899",122.602717504021,0.0293318278571994,0.139579192960906,0.476111024441771,0.782947878804039,"beaded filament structural protein 2","Bfsp2","501046"
"4152","ENSRNOG00000010902",2022.93621987958,0.143672038811332,0.119303417284836,0.0826700121186457,0.418590113653452,"elongin A","Eloa","25562"
"4153","ENSRNOG00000010903",40.2484605996766,0.0416259040123909,0.147099138478423,0.169369087020005,NA,"crumbs cell polarity complex component 1","Crb1","304825"
"4154","ENSRNOG00000010906",841.020237667072,0.00504975310924643,0.121486082492871,0.936307156930393,0.978898257000127,"C-C motif chemokine ligand 5","Ccl5","81780"
"4155","ENSRNOG00000010910",588.684212881893,-0.0327250656895002,0.118297509964633,0.628926403676016,0.860941976516498,"glucocorticoid modulatory element binding protein 1","Gmeb1","500558"
"4156","ENSRNOG00000010911",46.4251002487761,0.0151404347582875,0.140417463376195,0.539559166857672,NA,"transmembrane protein 108","Tmem108","300967"
"4157","ENSRNOG00000010912",2840.73971176771,-0.266344212526908,0.11523758459326,0.00351320827440886,0.0973184335867273,"mitochondrial ribosomal protein S25","Mrps25","297459"
"4158","ENSRNOG00000010914",418.340865253757,0.0413713855203712,0.142789398936358,0.330590604957922,0.684395205714376,"phosphatidylinositol glycan anchor biosynthesis, class H","Pigh","362756"
"4159","ENSRNOG00000010915",4858.22116954889,0.206969734594043,0.17010552219021,0.0373159087491991,0.297508138031955,"endoplasmic reticulum metallopeptidase 1","Ermp1","373544"
"4160","ENSRNOG00000010919",94.9217663876905,0.0175737244534589,0.136292959006557,0.6697514075631,0.880702214726946,"methyl-CpG binding domain 4 DNA glycosylase","Mbd4","680915"
"4161","ENSRNOG00000010921",4390.28877170957,0.125139724870625,0.177234382860842,0.109702704546596,0.461234172020689,"TATA-box binding protein associated factor, RNA polymerase I subunit D","Taf1d","363017"
"4162","ENSRNOG00000010922",1917.11329195711,0.0185549198322028,0.103440466302097,0.809423768606955,0.931778524326611,"protein phosphatase 2 scaffold subunit A beta","Ppp2r1b","315648"
"4163","ENSRNOG00000010930",2745.94295902342,-0.0696425428246266,0.12353306363208,0.344141148542344,0.696294113409381,"ubiquitin specific peptidase 39","Usp39","297336"
"4164","ENSRNOG00000010934",466.923113393265,-0.0185212688981134,0.13360399866205,0.693723266392793,0.887944544922795,"sperm autoantigenic protein 17","Spa17","85244"
"4165","ENSRNOG00000010940",723.809076949722,-0.0346707871624188,0.132806105125302,0.532507631971485,0.814851792327223,"acyl-CoA dehydrogenase family, member 11","Acad11","315973"
"4166","ENSRNOG00000010941",558.812447411172,0.0349014035604955,0.144521006463825,0.238074382227271,0.612952700510511,"TRAF-interacting protein with forkhead-associated domain","Tifa","310877"
"4167","ENSRNOG00000010942",134.382157451679,0.0324928359596301,0.133544463064413,0.545981393659764,0.821569940102619,"glycerol kinase 5","Gk5","367146"
"4168","ENSRNOG00000010944",2880.08559182391,4.64245335505198e-05,0.100013366083774,0.981719866879109,0.99385387554852,"hypoxia up-regulated 1","Hyou1","192235"
"4169","ENSRNOG00000010945",7904.89341303247,-0.0299272025808894,0.110635941883194,0.668606722249468,0.880679198915557,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta","Ywhab","56011"
"4170","ENSRNOG00000010947",1192.00677385066,0.037373758986298,0.140922427977809,0.389498945272197,0.730127064991072,"matrix metallopeptidase 14","Mmp14","81707"
"4171","ENSRNOG00000010950",227.54574259495,-0.0417498791364447,0.137236266759308,0.430259327921387,0.755371607517026,"centrosomal protein 41","Cep41","500069"
"4172","ENSRNOG00000010951",4341.07160723022,0.0875081838513025,0.137672527028017,0.235825332588828,0.611031272536141,"CKLF-like MARVEL transmembrane domain containing 6","Cmtm6","316035"
"4173","ENSRNOG00000010952",139.526734637906,-0.0245558732819919,0.131387880817289,0.645595540734283,0.869285361529317,"intraflagellar transport 122","Ift122","312651"
"4174","ENSRNOG00000010953",602.995134565841,-0.0561666734994199,0.121527949693628,0.430204725474673,0.755371607517026,"isoprenylcysteine carboxyl methyltransferase","Icmt","170818"
"4175","ENSRNOG00000010957",416.391341790558,0.162997688111104,0.238706666075842,0.0446162970980808,0.323489632452198,"B-Raf proto-oncogene, serine/threonine kinase","Braf","114486"
"4176","ENSRNOG00000010958",4657.75526549571,-0.230549748307451,0.12895901218084,0.0142670351505154,0.195242927732756,"peroxiredoxin 3","Prdx3","64371"
"4177","ENSRNOG00000010959",310.237584780808,-0.104809566485596,0.155129471951191,0.162631765106606,0.532141859489165,"kelch-like family member 25","Klhl25","293023"
"4178","ENSRNOG00000010960",507.469874699699,-0.0137617364132205,0.125384756881172,0.813447296279682,0.932920063276335,"ANKH inorganic pyrophosphate transport regulator","Ankh","114506"
"4179","ENSRNOG00000010963",17.8660269533603,-0.00424239303857528,0.139916039621335,0.835757228144797,NA,"similar to human chromosome 11 open reading frame 91","C3h11orf91","362175"
"4180","ENSRNOG00000010964",1326.31201809727,0.0556435978300984,0.1375444147856,0.36196927996554,0.708931748220828,"A-kinase anchoring protein 13","Akap13","293024"
"4181","ENSRNOG00000010966",19463.7487385209,0.040854362885537,0.121874458399902,0.551794709184983,0.824866434358067,"integrin subunit beta 1","Itgb1","24511"
"4182","ENSRNOG00000010967",615.43587664214,-0.00879264578017149,0.11088621774045,0.896282414727676,0.96368235014482,"cell division cycle 37-like 1","Cdc37l1","293886"
"4183","ENSRNOG00000010971",1319.03077117392,0.0469827936154016,0.12884195944364,0.470339245248611,0.779448661885799,"sorting nexin 18","Snx18","310097"
"4184","ENSRNOG00000010975",2622.61334085501,0.333162378413191,0.256723221623798,0.011910727806126,0.181046243087777,"activity-dependent neuroprotector homeobox","Adnp","64622"
"4185","ENSRNOG00000010977",107.889556976622,0.00789060670388959,0.140563540117745,0.671383034856024,0.881320863811349,"insulin-like growth factor binding protein 6","Igfbp6","25641"
"4186","ENSRNOG00000010980",278.561650494422,0.0124961257657342,0.133741544996319,0.785685373110982,0.922358009163593,"proline and serine rich 1","Proser1","310417"
"4187","ENSRNOG00000010981",678.951821173315,-0.0263211707305515,0.116170421196939,0.697661264650204,0.888534506021196,"general transcription factor IIIC subunit 5","Gtf3c5","362095"
"4188","ENSRNOG00000010983",105.573813774217,0.0378700513700391,0.143348178073228,0.310873695016281,0.667414108572575,"otogelin","Otog","292918"
"4189","ENSRNOG00000010984",2630.56483024996,-0.0801449165226998,0.138470016406354,0.264057871157603,0.631196063957863,"annexin A11","Anxa11","290527"
"4190","ENSRNOG00000010985",2062.31882832423,-0.0122899608720451,0.106183207522144,0.859678707764291,0.951590854801755,"zinc finger protein 410","Zfp410","314310"
"4191","ENSRNOG00000010989",9102.00449773862,-0.0219680959362438,0.0934093635378688,0.755467913510265,0.910757092136905,"importin 5","Ipo5","306182"
"4192","ENSRNOG00000010992",49.4658014819162,-0.00177941500890458,0.141357449641612,0.701192669893335,NA,"heat shock protein family B (small) member 3","Hspb3","78951"
"4193","ENSRNOG00000010993",1692.22610759353,-0.0125837194981253,0.118793725906883,0.846270373176142,0.947074857150584,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic","Dpm1","296394"
"4194","ENSRNOG00000010994",10.4183697576927,0.000591316668527166,0.141019110540802,0.962322588779347,NA,"hyaluronan synthase 1","Has1","282821"
"4195","ENSRNOG00000010996",475.035875788857,0.0479829945950936,0.147153454895577,0.222922765572409,0.59788679951702,"MOB kinase activator 1B","Mob1b","360920"
"4196","ENSRNOG00000010997",85.3310690049719,-0.0295655530538535,0.139920394877663,0.44410253995747,0.764981333741507,"endothelin receptor type B","Ednrb","50672"
"4197","ENSRNOG00000010999",1561.44066620822,1.23156617776048,0.323888122367408,5.13711850717996e-06,0.00177230588497709,"centrosomal protein 295","Cep295","363018"
"4198","ENSRNOG00000011007",1332.52136323554,0.059665633432959,0.100808046656197,0.416506487986493,0.749454836835959,"ubiquitin-conjugating enzyme E2O","Ube2o","303689"
"4199","ENSRNOG00000011008",1114.20318166395,0.0476256607396856,0.105275066868626,0.512278970195367,0.804603951147682,"Bet1 golgi vesicular membrane trafficking protein","Bet1","29631"
"4200","ENSRNOG00000011009",12.6159733971953,0.00176585689970285,0.139745393030929,0.937816336427996,NA,"CKLF-like MARVEL transmembrane domain containing 4","Cmtm4","498902"
"4201","ENSRNOG00000011011",28.2541951153304,-0.0346425448968239,0.144300338788499,0.247267583223952,NA,"neuromedin B","Nmb","499194"
"4202","ENSRNOG00000011014",4190.74037737991,0.0623006988359374,0.11330623361496,0.400996620578584,0.739327372516142,"COPI coat complex subunit gamma 2","Copg2","301742"
"4203","ENSRNOG00000011015",430.996512526738,0.395090890663825,0.223645821584238,0.00475223438740565,0.11386313698792,"HIVEP zinc finger 2","Hivep2","29721"
"4204","ENSRNOG00000011016",360.100623491515,0.0102821893220431,0.135085684229414,0.808174962348354,0.93143707441832,"solute carrier family 7 member 2","Slc7a2","64554"
"4205","ENSRNOG00000011020",7784.01994748869,-0.0611094881815087,0.0979717997301233,0.401890004184485,0.739370814991286,NA,NA,NA
"4206","ENSRNOG00000011024",744.166233201459,0.378008825251479,0.233450688080005,0.00643984646580752,0.131866280599314,"zinc finger DHHC-type palmitoyltransferase 20","Zdhhc20","305923"
"4207","ENSRNOG00000011025",759.120173034471,0.00692771242924803,0.116625567105282,0.902856208009147,0.967163899904416,"tRNA methyltransferase 10A","Trmt10a","295496"
"4208","ENSRNOG00000011026",448.334571427496,-0.133343058119042,0.162107711753006,0.112793541943263,0.466456402115529,"interferon regulatory factor 2 binding protein-like","Irf2bpl","314329"
"4209","ENSRNOG00000011027",2723.41773679506,-0.109299909934741,0.145298543245897,0.169133334715586,0.538950233715551,"ubiquitin-like modifier activating enzyme 5","Uba5","300968"
"4210","ENSRNOG00000011028",14.4055833567076,-0.0229993599087553,0.141942677799347,0.351131906772633,NA,"cilia and flagella associated protein 61","Cfap61","311496"
"4211","ENSRNOG00000011029",7558.14922420602,-0.00456752530573852,0.115049704610054,0.932318827899266,0.977743465488848,"SEC11 homolog A, signal peptidase complex subunit","Sec11a","65166"
"4212","ENSRNOG00000011032",1059.83204711407,0.0222253999807078,0.130909207280758,0.678076085895625,0.881633866172413,"LHFPL tetraspan subfamily member 2","Lhfpl2","294643"
"4213","ENSRNOG00000011033",425.555253412012,-0.0458594882678226,0.123020061065204,0.501090419731464,0.799313107541848,"tektin 2","Tekt2","298532"
"4214","ENSRNOG00000011039",1387.00336559564,-0.0374022094737246,0.110553156862308,0.599489375621628,0.849257577042046,"GTP cyclohydrolase 1","Gch1","29244"
"4215","ENSRNOG00000011040",528.474117403267,0.00360381398431217,0.121842648434146,0.955114869803617,0.985013850771815,NA,NA,NA
"4216","ENSRNOG00000011047",1402.27334042721,0.106849469838511,0.145741933018809,0.170975074464158,0.540858911579449,"transmembrane protein 185A","Tmem185a","309357"
"4217","ENSRNOG00000011052",9811.58859930124,-0.0135177100020268,0.107490069117528,0.844560453095025,0.946802438825171,"glycyl-tRNA synthetase 1","Gars1","297113"
"4218","ENSRNOG00000011053",71.8399884199015,-0.0150693925397146,0.136810951696454,0.691224839261359,0.886679185963599,"cytochrome P450, family 2, subfamily u, polypeptide 1","Cyp2u1","310848"
"4219","ENSRNOG00000011054",11468.0342650093,-0.0135012463912799,0.125020001950939,0.697039316517347,0.888534506021196,"lysosomal protein transmembrane 5","Laptm5","89783"
"4220","ENSRNOG00000011057",3373.94244217491,0.106525243705814,0.120205084077833,0.181008762784097,0.550276305553257,"mitofusin 1","Mfn1","192647"
"4221","ENSRNOG00000011058",755.496498015621,0.0208016146039886,0.136542285658577,0.622508705500991,0.858586871580406,"utrophin","Utrn","25600"
"4222","ENSRNOG00000011059",63.4191576974805,0.0110541071761442,0.135293891474686,0.790144909063125,NA,"tau tubulin kinase 2","Ttbk2","311349"
"4223","ENSRNOG00000011060",3639.14860841463,-0.206862289924802,0.128670639358038,0.0243004774963624,0.245920832263188,"unc-119 lipid binding chaperone","Unc119","29402"
"4224","ENSRNOG00000011063",598.097331349415,0.185679714768914,0.339404847689474,0.0151126985123069,0.198667072693205,"DENN domain containing 1B","Dennd1b","289051"
"4225","ENSRNOG00000011066",2267.48291177082,0.233240563915814,0.207027658281718,0.0294072848981227,0.269358625801706,"membrane associated ring-CH-type finger 6","Marchf6","294862"
"4226","ENSRNOG00000011068",295.63832718262,0.0381406097131755,0.143367729850912,0.310805539171033,0.667393637016638,"3'-phosphoadenosine 5'-phosphosulfate synthase 2","Papss2","294103"
"4227","ENSRNOG00000011070",1275.93197103176,-0.024591238115067,0.118553286452099,0.710132380020708,0.893058339394207,"G protein subunit beta 4","Gnb4","294962"
"4228","ENSRNOG00000011071",1034.99735263037,0.0883180313202085,0.164421818812374,0.130806360382344,0.491717129633353,"5' nucleotidase, ecto","Nt5e","58813"
"4229","ENSRNOG00000011073",839.638239336535,0.202716996223929,0.165722184263951,0.0394105210373747,0.304608813313314,"huntingtin","Htt","29424"
"4230","ENSRNOG00000011076",28.5686649514145,0.0449101769890903,0.147983718749597,0.167201867040055,NA,"ankyrin 2","Ank2","362036"
"4231","ENSRNOG00000011077",264.132427152839,0.0263552413770451,0.133152382555194,0.6106601544997,0.85263231354724,"tight junction protein 1","Tjp1","292994"
"4232","ENSRNOG00000011078",7045.50924589237,-0.316369140962847,0.129885511005034,0.00190539590019242,0.0702036644779634,"spermidine synthase","Srm","84596"
"4233","ENSRNOG00000011093",2014.79038394158,-0.103904381041861,0.134113895560858,0.192809305855224,0.563320311303162,"SS nuclear autoantigen 1","Ssna1","311802"
"4234","ENSRNOG00000011096",2545.08941247711,0.0513269308802894,0.12097941304289,0.460766255701801,0.773750154507328,"high mobility group box 3","Hmgb3","305373"
"4235","ENSRNOG00000011100",5151.25798119316,0.123657882671154,0.173624244450044,0.106781889201152,0.457031134742012,"heterogeneous nuclear ribonucleoprotein A3-like","LOC120096281","120096281"
"4236","ENSRNOG00000011101",125.206587971859,0.00550295765728532,0.138183612545895,0.859144692750153,0.951590854801755,"twist family bHLH transcription factor 1","Twist1","85489"
"4237","ENSRNOG00000011107",93.9224624734877,-0.00490952491555051,0.139122111164422,0.843611136665747,0.946723784222723,"proprotein convertase subtilisin/kexin type 1","Pcsk1","25204"
"4238","ENSRNOG00000011111",1221.93107170345,-0.0337145690134475,0.113721921107046,0.620308175597049,0.857272223740276,"CLOCK-interacting pacemaker","Cipc","314330"
"4239","ENSRNOG00000011112",65.143878021525,0.0210366206635372,0.137964221899317,0.583116468351985,NA,NA,NA,NA
"4240","ENSRNOG00000011114",1427.75646757531,-0.0128823815548418,0.11651321836196,0.844434978782658,0.946802438825171,NA,NA,NA
"4241","ENSRNOG00000011116",1076.89489154529,0.123401534346082,0.145660063418004,0.135872327152325,0.499757616350436,"sorting nexin 25","Snx25","306471"
"4242","ENSRNOG00000011124",20.8742729724971,-0.0311782519405003,0.144185776415943,0.21714430483965,NA,NA,NA,NA
"4243","ENSRNOG00000011130",11.1932661875937,-0.000136647063389317,0.140788460492928,0.986317300215186,NA,"calcitonin-related polypeptide alpha","Calca","24241"
"4244","ENSRNOG00000011134",40.2806085917311,0.0298514608358967,0.143925176630396,0.224916063909677,NA,"laminin subunit alpha 2","Lama2","309368"
"4245","ENSRNOG00000011135",2724.04709334607,0.0299636900775976,0.12230675977666,0.647309404019534,0.87080439144067,"general transcription factor IIB","Gtf2b","81673"
"4246","ENSRNOG00000011136",307.433926154013,-0.0227274928334176,0.132359340738235,0.655316306577361,0.875780743089946,"odd-skipped related transciption factor 2","Osr2","315039"
"4247","ENSRNOG00000011138",46495.998344728,-0.158281717776407,0.158610265181952,0.0764612425553921,0.403387973351779,"ribosomal protein L29","Rpl29","29283"
"4248","ENSRNOG00000011140",20.9901954969969,-0.0261837924702459,0.142049857616898,0.350284551069442,NA,"peroxiredoxin like 2A","Prxl2a","361118"
